-52,-280,446,NA,NA,NA,NA,
14,-372,459,NA,NA,NA,NA,
-33,-280,412,NA,NA,NA,NA,40716-10430100
-8,-368,409,NA,NA,NA,NA,40716-10430100
-40,-361,436,NA,NA,NA,NA,40716-10430200
-48,-351,429,NA,NA,NA,NA,40716-10430200
-54,-309,466,NA,NA,NA,NA,40716-10430300
-30,-280,426,NA,NA,NA,NA,40716-10430300
-24,-343,417,NA,NA,NA,NA,40716-10430400
-31,-296,404,NA,NA,NA,NA,40716-10430400
-16,-397,471,NA,NA,NA,NA,40716-10430500
6,-401,456,NA,NA,NA,NA,40716-10430500
-7,-348,417,NA,NA,NA,NA,40716-10430600
0,-362,419,NA,NA,NA,NA,40716-10430600
-16,-330,414,NA,NA,NA,NA,40716-10430700
18,-386,469,NA,NA,NA,NA,40716-10430700
-41,-374,425,NA,NA,NA,NA,40716-10430800
-35,-337,443,NA,NA,NA,NA,40716-10430800
-56,-311,414,NA,NA,NA,NA,40716-10430900
-46,-375,455,NA,NA,NA,NA,40716-10430900
9,-401,466,NA,NA,NA,NA,40716-10431000
-7,-364,421,NA,NA,NA,NA,40716-10431100
-16,-347,425,NA,NA,NA,NA,40716-10431100
-25,-292,424,NA,NA,NA,NA,40716-10431200
-15,-416,450,NA,NA,NA,NA,40716-10431200
10,-401,476,NA,NA,NA,NA,40716-10431300
-20,-364,428,NA,NA,NA,NA,40716-10431300
-22,-421,434,NA,NA,NA,NA,40716-10431400
-45,-424,460,NA,NA,NA,NA,40716-10431400
-17,-365,417,NA,NA,NA,NA,40716-10431500
-58,-304,428,NA,NA,NA,NA,40716-10431500
-29,-355,407,NA,NA,NA,NA,40716-10431500
7,-362,420,NA,NA,NA,NA,40716-10431500
-31,-391,471,NA,NA,NA,NA,40716-10431700
-41,-347,425,NA,NA,NA,NA,40716-10431700
-25,-330,454,NA,NA,NA,NA,40716-10431800
-50,-292,448,NA,NA,NA,NA,40716-10431800
-8,-404,418,NA,NA,NA,NA,40716-10431900
-17,-263,418,NA,NA,NA,NA,40716-10431900
3,-420,456,NA,NA,NA,NA,40716-10432000
-17,-374,425,NA,NA,NA,NA,40716-10432000
12,-394,471,NA,NA,NA,NA,40716-10432100
-50,-305,432,NA,NA,NA,NA,40716-10432100
3,-362,464,NA,NA,NA,NA,40716-10432100
-30,-361,455,NA,NA,NA,NA,40716-10432100
-15,-382,418,NA,NA,NA,NA,40716-10432300
-17,-347,403,NA,NA,NA,NA,40716-10432300
-20,-368,459,NA,NA,NA,NA,40716-10432400
-44,-331,412,NA,NA,NA,NA,40716-10432400
1,-403,448,NA,NA,NA,NA,40716-10432500
-50,-296,418,NA,NA,NA,NA,40716-10432500
-40,-393,456,NA,NA,NA,NA,40716-10432600
-50,-342,404,NA,NA,NA,NA,40716-10432600
-57,-292,415,NA,NA,NA,NA,40716-10432700
-21,-335,421,NA,NA,NA,NA,40716-10432700
-44,-289,457,NA,NA,NA,NA,40716-10432800
-47,-295,407,NA,NA,NA,NA,40716-10432800
-47,-352,417,NA,NA,NA,NA,40716-10432900
-27,-294,415,NA,NA,NA,NA,40716-10432900
-43,-357,402,NA,NA,NA,NA,40716-10433000
-41,-412,425,NA,NA,NA,NA,40716-10433000
-31,-343,451,NA,NA,NA,NA,40716-10433100
-8,-407,435,NA,NA,NA,NA,40716-10433100
-57,-311,416,NA,NA,NA,NA,40716-10433200
-38,-367,419,NA,NA,NA,NA,40716-10433200
-15,-393,451,NA,NA,NA,NA,40716-10433300
-23,-325,432,NA,NA,NA,NA,40716-10433300
-8,-359,418,NA,NA,NA,NA,40716-10433400
-16,-329,402,NA,NA,NA,NA,40716-10433400
-46,-356,467,NA,NA,NA,NA,40716-10433500
-41,-395,456,NA,NA,NA,NA,40716-10433500
-12,-325,403,NA,NA,NA,NA,40716-10433600
-37,-369,460,NA,NA,NA,NA,40716-10433600
-24,-297,414,NA,NA,NA,NA,40716-10433700
-35,-321,455,NA,NA,NA,NA,40716-10433700
-31,-336,432,NA,NA,NA,NA,40716-10433800
-44,-284,458,NA,NA,NA,NA,40716-10433800
-27,-330,450,NA,NA,NA,NA,40716-10433700
20,-416,470,NA,NA,NA,NA,40716-10433700
-24,-320,430,NA,NA,NA,NA,40716-10433800
-22,-311,430,NA,NA,NA,NA,40716-10433800
-30,-329,468,NA,NA,NA,NA,40716-10433900
-16,-416,439,NA,NA,NA,NA,40716-10433900
-33,-371,417,NA,NA,NA,NA,40716-10434000
-36,-375,466,NA,NA,NA,NA,40716-10434000
-48,-376,437,NA,NA,NA,NA,40716-10434100
-53,-338,427,NA,NA,NA,NA,40716-10434100
-2,-341,420,NA,NA,NA,NA,40716-10434200
12,-425,448,NA,NA,NA,NA,40716-10434200
-49,-305,417,NA,NA,NA,NA,40716-10434300
-22,-364,415,NA,NA,NA,NA,40716-10434300
-42,-309,414,NA,NA,NA,NA,40716-10434400
-32,-345,416,NA,NA,NA,NA,40716-10434500
-26,-389,471,NA,NA,NA,NA,40716-10434500
-26,-329,452,NA,NA,NA,NA,40716-10434600
-6,-352,434,NA,NA,NA,NA,40716-10434600
-44,-380,444,NA,NA,NA,NA,40716-10434600
-11,-332,456,NA,NA,NA,NA,40716-10434600
-33,-301,420,NA,NA,NA,NA,40716-10434800
-40,-310,444,NA,NA,NA,NA,40716-10434800
-38,-396,436,NA,NA,NA,NA,40716-10434900
-34,-416,472,NA,NA,NA,NA,40716-10434900
5,-409,472,NA,NA,NA,NA,40716-10434900
-5,-370,453,NA,NA,NA,NA,40716-10434900
-44,-373,448,NA,NA,NA,NA,40716-10435100
-41,-396,460,NA,NA,NA,NA,40716-10435100
-23,-321,462,NA,NA,NA,NA,40716-10435200
-54,-303,402,NA,NA,NA,NA,40716-10435200
13,-393,428,NA,NA,NA,NA,40716-10435300
-22,-349,458,NA,NA,NA,NA,40716-10435300
-11,-296,399,NA,NA,NA,NA,40716-10435400
-20,-341,427,NA,NA,NA,NA,40716-10435400
14,-390,417,NA,NA,NA,NA,40716-10435500
-37,-337,453,NA,NA,NA,NA,40716-10435500
-38,-305,448,NA,NA,NA,NA,40716-10435500
-40,-337,456,NA,NA,NA,NA,40716-10435500
-20,-332,418,NA,NA,NA,NA,40716-10435700
-24,-330,464,NA,NA,NA,NA,40716-10435700
-24,-320,425,NA,NA,NA,NA,40716-10435800
-27,-387,434,NA,NA,NA,NA,40716-10435800
1,-358,424,NA,NA,NA,NA,40716-10435900
-9,-416,447,NA,NA,NA,NA,40716-10435900
-46,-384,448,NA,NA,NA,NA,40716-10440000
-28,-395,436,NA,NA,NA,NA,40716-10440000
-30,-329,412,NA,NA,NA,NA,40716-10440100
-18,-384,456,NA,NA,NA,NA,40716-10440100
-42,-392,456,NA,NA,NA,NA,40716-10440200
1,-388,442,NA,NA,NA,NA,40716-10440200
-20,-353,442,NA,NA,NA,NA,40716-10440300
7,-333,437,NA,NA,NA,NA,40716-10440300
-39,-277,414,NA,NA,NA,NA,40716-10440400
-23,-379,441,NA,NA,NA,NA,40716-10440400
15,-328,417,NA,NA,NA,NA,40716-10440500
6,-336,418,NA,NA,NA,NA,40716-10440500
-12,-352,452,NA,NA,NA,NA,40716-10440600
6,-372,466,NA,NA,NA,NA,40716-10440600
-30,-356,444,NA,NA,NA,NA,40716-10440700
-32,-307,437,NA,NA,NA,NA,40716-10440700
-97,-378,449,NA,NA,NA,NA,40716-10440800
-109,-316,467,NA,NA,NA,NA,40716-10440800
-44,-295,460,NA,NA,NA,NA,40716-10440900
1,-302,444,NA,NA,NA,NA,40716-10440900
77,-290,464,NA,NA,NA,NA,40716-10441000
145,-293,416,NA,NA,NA,NA,40716-10441000
236,-384,422,NA,NA,NA,NA,40716-10441100
144,-367,419,NA,NA,NA,NA,40716-10441100
210,-297,424,NA,NA,NA,NA,40716-10441200
344,-217,363,NA,NA,NA,NA,40716-10441200
354,-252,332,NA,NA,NA,NA,40716-10441300
466,-269,320,NA,NA,NA,NA,40716-10441300
450,-274,309,NA,NA,NA,NA,40716-10441400
368,-339,380,NA,NA,NA,NA,40716-10441400
383,-334,368,NA,NA,NA,NA,40716-10441500
355,-316,348,NA,NA,NA,NA,40716-10441500
409,-422,365,NA,NA,NA,NA,40716-10441600
316,-328,359,NA,NA,NA,NA,40716-10441600
319,-441,400,NA,NA,NA,NA,40716-10441700
203,-377,472,NA,NA,NA,NA,40716-10441700
54,-277,541,NA,NA,NA,NA,40716-10441800
-42,-249,525,NA,NA,NA,NA,40716-10441800
-55,-336,487,NA,NA,NA,NA,40716-10441900
-67,-370,495,NA,NA,NA,NA,40716-10441900
-105,-359,512,NA,NA,NA,NA,40716-10442000
-89,-256,478,NA,NA,NA,NA,40716-10442100
-51,-364,482,NA,NA,NA,NA,40716-10442100
-88,-343,496,NA,NA,NA,NA,40716-10442200
-52,-348,495,NA,NA,NA,NA,40716-10442200
-65,-365,497,NA,NA,NA,NA,40716-10442200
-92,-393,496,NA,NA,NA,NA,40716-10442200
-58,-393,520,NA,NA,NA,NA,40716-10442400
-90,-260,468,NA,NA,NA,NA,40716-10442400
-84,-401,487,NA,NA,NA,NA,40716-10442500
-81,-333,512,NA,NA,NA,NA,40716-10442500
-82,-298,498,NA,NA,NA,NA,40716-10442500
-104,-285,459,NA,NA,NA,NA,40716-10442500
-72,-392,483,NA,NA,NA,NA,40716-10442700
-91,-321,499,NA,NA,NA,NA,40716-10442700
-62,-372,467,NA,NA,NA,NA,40716-10442800
-44,-384,500,NA,NA,NA,NA,40716-10442800
-46,-372,487,NA,NA,NA,NA,40716-10442900
-85,-336,496,NA,NA,NA,NA,40716-10442900
-80,-387,475,NA,NA,NA,NA,40716-10443000
-41,-322,489,NA,NA,NA,NA,40716-10443000
-71,-306,532,NA,NA,NA,NA,40716-10443100
-58,-336,487,NA,NA,NA,NA,40716-10443100
-82,-333,504,NA,NA,NA,NA,40716-10443100
-91,-373,504,NA,NA,NA,NA,40716-10443100
-72,-297,487,NA,NA,NA,NA,40716-10443300
-75,-400,500,NA,NA,NA,NA,40716-10443300
-44,-345,481,NA,NA,NA,NA,40716-10443400
-88,-296,476,NA,NA,NA,NA,40716-10443400
-66,-321,497,NA,NA,NA,NA,40716-10443500
-48,-337,503,NA,NA,NA,NA,40716-10443500
-88,-359,490,NA,NA,NA,NA,40716-10443600
-88,-383,504,NA,NA,NA,NA,40716-10443600
-75,-302,479,NA,NA,NA,NA,40716-10443700
-108,-259,510,NA,NA,NA,NA,40716-10443700
-96,-268,497,NA,NA,NA,NA,40716-10443800
-95,-257,488,NA,NA,NA,NA,40716-10443800
-48,-335,465,NA,NA,NA,NA,40716-10443900
-79,-325,505,NA,NA,NA,NA,40716-10443900
-92,-270,470,NA,NA,NA,NA,40716-10444000
-98,-335,488,NA,NA,NA,NA,40716-10444000
-48,-298,507,NA,NA,NA,NA,40716-10444100
-71,-310,510,NA,NA,NA,NA,40716-10444100
-104,-271,456,NA,NA,NA,NA,40716-10444200
-101,-276,513,NA,NA,NA,NA,40716-10444200
-96,-314,497,NA,NA,NA,NA,40716-10444300
-59,-334,484,NA,NA,NA,NA,40716-10444300
-89,-408,487,NA,NA,NA,NA,40716-10444400
-89,-408,467,NA,NA,NA,NA,40716-10444400
-60,-259,491,NA,NA,NA,NA,40716-10444500
-76,-305,474,NA,NA,NA,NA,40716-10444500
-73,-329,487,NA,NA,NA,NA,40716-10444600
-99,-315,481,NA,NA,NA,NA,40716-10444600
-104,-292,473,NA,NA,NA,NA,40716-10444700
-72,-340,504,NA,NA,NA,NA,40716-10444700
-79,-304,509,NA,NA,NA,NA,40716-10444800
-53,-295,518,NA,NA,NA,NA,40716-10444800
-65,-318,481,NA,NA,NA,NA,40716-10444900
-95,-269,471,NA,NA,NA,NA,40716-10444900
-71,-334,463,NA,NA,NA,NA,40716-10445000
-78,-385,512,NA,NA,NA,NA,40716-10445000
-79,-329,503,NA,NA,NA,NA,40716-10445100
-60,-393,510,NA,NA,NA,NA,40716-10445100
-64,-269,489,NA,NA,NA,NA,40716-10445200
-94,-400,504,NA,NA,NA,NA,40716-10445300
-90,-408,504,NA,NA,NA,NA,40716-10445300
-66,-337,467,NA,NA,NA,NA,40716-10445400
-76,-383,468,NA,NA,NA,NA,40716-10445400
-100,-290,474,NA,NA,NA,NA,40716-10445501
-65,-366,484,NA,NA,NA,NA,40716-10445501
-89,-335,504,NA,NA,NA,NA,40716-10445501
-96,-392,475,NA,NA,NA,NA,40716-10445501
-103,-377,492,NA,NA,NA,NA,40716-10445700
-80,-408,487,NA,NA,NA,NA,40716-10445700
-50,-395,468,NA,NA,NA,NA,40716-10445800
-70,-408,490,NA,NA,NA,NA,40716-10445800
-64,-296,466,NA,NA,NA,NA,40716-10445900
-91,-400,496,NA,NA,NA,NA,40716-10445900
-59,-284,474,NA,NA,NA,NA,40716-10450000
-86,-386,487,NA,NA,NA,NA,40716-10450000
-84,-256,497,NA,NA,NA,NA,40716-10450100
-70,-285,490,NA,NA,NA,NA,40716-10450100
-97,-293,509,NA,NA,NA,NA,40716-10450200
-84,-265,489,NA,NA,NA,NA,40716-10450200
-92,-288,528,NA,NA,NA,NA,40716-10450300
-60,-393,487,NA,NA,NA,NA,40716-10450300
-49,-383,492,NA,NA,NA,NA,40716-10450400
-85,-343,490,NA,NA,NA,NA,40716-10450400
-44,-362,457,NA,NA,NA,NA,40716-10450500
-92,-298,499,NA,NA,NA,NA,40716-10450500
-82,-344,488,NA,NA,NA,NA,40716-10450600
-87,-367,495,NA,NA,NA,NA,40716-10450600
-95,-373,495,NA,NA,NA,NA,40716-10450700
-75,-366,487,NA,NA,NA,NA,40716-10450700
-108,-369,520,NA,NA,NA,NA,40716-10450800
-75,-280,472,NA,NA,NA,NA,40716-10450800
-63,-356,460,NA,NA,NA,NA,40716-10450900
-67,-311,456,NA,NA,NA,NA,40716-10450900
-79,-341,477,NA,NA,NA,NA,40716-10451000
-69,-334,464,NA,NA,NA,NA,40716-10451000
-69,-361,464,NA,NA,NA,NA,40716-10451100
-64,-321,466,NA,NA,NA,NA,40716-10451100
-91,-284,496,NA,NA,NA,NA,40716-10451200
-69,-373,488,NA,NA,NA,NA,40716-10451200
-71,-376,492,NA,NA,NA,NA,40716-10451300
-56,-323,479,NA,NA,NA,NA,40716-10451300
-85,-288,486,NA,NA,NA,NA,40716-10451400
-101,-355,502,NA,NA,NA,NA,40716-10451400
-73,-400,475,NA,NA,NA,NA,40716-10451500
-108,-291,512,NA,NA,NA,NA,40716-10451500
-77,-348,512,NA,NA,NA,NA,40716-10451600
-94,-284,510,NA,NA,NA,NA,40716-10451600
-48,-334,457,NA,NA,NA,NA,40716-10451700
-56,-336,487,NA,NA,NA,NA,40716-10451700
-96,-329,458,NA,NA,NA,NA,40716-10451800
-63,-387,475,NA,NA,NA,NA,40716-10451800
-74,-291,520,NA,NA,NA,NA,40716-10451900
-83,-364,487,NA,NA,NA,NA,40716-10451900
-81,-388,482,NA,NA,NA,NA,40716-10452000
-67,-294,514,NA,NA,NA,NA,40716-10452000
-91,-259,495,NA,NA,NA,NA,40716-10452100
-60,-301,482,NA,NA,NA,NA,40716-10452100
-69,-296,463,NA,NA,NA,NA,40716-10452200
-50,-330,465,NA,NA,NA,NA,40716-10452200
-62,-373,509,NA,NA,NA,NA,40716-10452300
-58,-273,458,NA,NA,NA,NA,40716-10452300
-94,-373,492,NA,NA,NA,NA,40716-10452400
-83,-416,475,NA,NA,NA,NA,40716-10452400
-57,-319,468,NA,NA,NA,NA,40716-10452500
-104,-328,492,NA,NA,NA,NA,40716-10452500
-76,-385,483,NA,NA,NA,NA,40716-10452600
-77,-392,475,NA,NA,NA,NA,40716-10452600
-75,-374,479,NA,NA,NA,NA,40716-10452700
-60,-294,487,NA,NA,NA,NA,40716-10452700
-61,-376,463,NA,NA,NA,NA,40716-10452800
-81,-337,477,NA,NA,NA,NA,40716-10452800
-73,-404,473,NA,NA,NA,NA,40716-10452900
-62,-330,479,NA,NA,NA,NA,40716-10452900
-71,-317,472,NA,NA,NA,NA,40716-10452900
-104,-259,497,NA,NA,NA,NA,40716-10452900
-79,-303,521,NA,NA,NA,NA,40716-10452900
-95,-256,497,NA,NA,NA,NA,40716-10452900
-53,-386,463,NA,NA,NA,NA,40716-10452900
-73,-321,466,NA,NA,NA,NA,40716-10452900
-96,-401,487,-36.844875,174.736587,61,0,40716-10453300
-45,-370,500,-36.844875,174.736587,61,0,40716-10453300
-64,-311,479,-36.844875,174.736587,61,0,40716-10453300
-71,-333,466,-36.844875,174.736587,61,0,40716-10453300
-100,-312,475,-36.844875,174.736587,61,0,40716-10453300
-65,-291,489,-36.844875,174.736587,61,0,40716-10453300
-64,-322,483,-36.844875,174.736587,61,0,40716-10453300
-77,-380,475,-36.844875,174.736587,61,0,40716-10453300
-69,-378,467,-36.844875,174.736587,61,0,40716-10453300
-79,-329,481,-36.844875,174.736587,61,0,40716-10453300
-77,-325,510,-36.844875,174.736587,61,0,40716-10453300
-82,-400,483,-36.844875,174.736587,61,0,40716-10453300
-72,-341,473,-36.844875,174.736587,61,0,40716-10453300
-92,-284,481,-36.844875,174.736587,61,0,40716-10453300
-94,-408,488,-36.844875,174.736587,61,0,40716-10453300
-92,-392,473,-36.844875,174.736587,61,0,40716-10453300
-68,-325,472,-36.844875,174.736587,61,0,40716-10453300
-71,-292,475,-36.844875,174.736587,61,0,40716-10453300
-82,-359,498,-36.844875,174.736587,61,0,40716-10453300
-76,-315,481,-36.844875,174.736587,61,0,40716-10453300
-63,-348,509,-36.844875,174.736587,61,0,40716-10453300
-86,-373,490,-36.844875,174.736587,61,0,40716-10453300
-86,-329,487,-36.844875,174.736587,61,0,40716-10453300
-77,-310,474,-36.844852,174.736587,48,3300,40716-10454500
-84,-408,485,-36.844852,174.736587,48,3300,40716-10454500
-94,-359,492,-36.844856,174.736587,48,3300,40716-10454600
-69,-363,509,-36.844856,174.736587,48,3300,40716-10454600
-94,-325,491,-36.844856,174.736587,48,3300,40716-10454600
-66,-378,457,-36.844856,174.736587,48,3300,40716-10454600
-63,-296,493,-36.844856,174.736587,48,3300,40716-10454600
-84,-401,487,-36.844856,174.736587,48,3300,40716-10454600
-100,-284,497,-36.844856,174.736587,48,3300,40716-10454600
-31,-380,489,-36.844856,174.736587,48,3300,40716-10454600
-77,-339,496,-36.844856,174.736587,48,3300,40716-10454600
-43,-385,495,-36.844856,174.736587,48,3300,40716-10454600
-100,-401,483,-36.844856,174.736587,48,3300,40716-10454600
-82,-392,480,-36.844856,174.736587,48,3300,40716-10454600
-100,-412,500,-36.844856,174.736587,48,3300,40716-10454600
-99,-290,489,-36.844856,174.736587,48,3300,40716-10454600
-98,-378,483,-36.844856,174.736587,48,3300,40716-10454600
-51,-361,483,-36.844856,174.736587,48,3300,40716-10454600
-77,-318,463,-36.844856,174.736587,48,3300,40716-10454600
-65,-331,500,-36.844856,174.736587,48,3300,40716-10454600
-71,-357,489,-36.844856,174.736587,48,3300,40716-10454600
-104,-316,493,-36.844856,174.736587,48,3300,40716-10454600
-82,-329,505,-36.844856,174.736587,48,3300,40716-10454600
-87,-392,496,-36.844833,174.736587,9,3100,40716-10455700
-99,-365,497,-36.844833,174.736587,9,3100,40716-10455700
-73,-307,494,-36.844833,174.736587,9,3100,40716-10455700
-69,-262,498,-36.844833,174.736587,9,3100,40716-10455700
-98,-412,486,-36.844833,174.736587,9,3100,40716-10455700
-82,-392,512,-36.844833,174.736587,9,3100,40716-10455700
-97,-412,475,-36.844833,174.736587,9,3100,40716-10455700
-51,-340,481,-36.844833,174.736587,9,3100,40716-10455700
-95,-408,486,-36.844833,174.736587,9,3100,40716-10455700
-76,-350,471,-36.844833,174.736587,9,3100,40716-10455700
-95,-409,488,-36.844833,174.736587,9,3100,40716-10455700
-58,-362,475,-36.844833,174.736587,9,3100,40716-10455700
-96,-368,452,-36.844833,174.736587,9,3100,40716-10455700
-90,-330,497,-36.844833,174.736587,9,3100,40716-10455700
-85,-364,512,-36.844833,174.736587,9,3100,40716-10455700
-83,-298,490,-36.844833,174.736587,9,3100,40716-10455700
-67,-357,484,-36.844833,174.736587,9,3100,40716-10455700
-69,-311,487,-36.844833,174.736587,9,3100,40716-10455700
-82,-392,480,-36.844833,174.736587,9,3100,40716-10455700
-69,-392,504,-36.844833,174.736587,9,3100,40716-10455700
-51,-383,489,-36.844833,174.736587,9,3100,40716-10455700
-71,-342,448,-36.844833,174.736587,9,3100,40716-10455700
-85,-313,499,-36.844833,174.736587,9,3100,40716-10455700
-90,-306,497,-36.844764,174.736602,10,1744419,40716-10460900
-94,-409,480,-36.844764,174.736602,10,1744419,40716-10460900
-51,-383,482,-36.844764,174.736602,10,1744419,40716-10460900
-83,-391,466,-36.844764,174.736602,10,1744419,40716-10460900
-47,-358,481,-36.844764,174.736602,10,1744419,40716-10460900
-74,-408,504,-36.844764,174.736602,10,1744419,40716-10460900
-88,-392,500,-36.844764,174.736602,10,1744419,40716-10460900
-76,-350,496,-36.844764,174.736602,10,1744419,40716-10460900
-58,-394,524,-36.844764,174.736602,10,1744419,40716-10460900
-90,-363,481,-36.844764,174.736602,10,1744419,40716-10460900
-70,-320,464,-36.844764,174.736602,10,1744419,40716-10460900
-110,-322,495,-36.844764,174.736602,10,1744419,40716-10460900
-67,-324,487,-36.844764,174.736602,10,1744419,40716-10460900
-99,-397,502,-36.844764,174.736602,10,1744419,40716-10460900
-91,-329,469,-36.844764,174.736602,10,1744419,40716-10460900
-104,-284,513,-36.844764,174.736602,10,1744419,40716-10460900
-97,-280,484,-36.844764,174.736602,10,1744419,40716-10460900
-83,-371,496,-36.844764,174.736602,10,1744419,40716-10460900
-77,-312,471,-36.844764,174.736602,10,1744419,40716-10460900
-71,-329,479,-36.844764,174.736602,10,1744419,40716-10460900
-44,-367,487,-36.844764,174.736602,10,1744419,40716-10460900
-91,-356,490,-36.844764,174.736602,10,1744419,40716-10460900
-42,-337,473,-36.844680,174.736602,36,1744419,40716-10462100
-73,-349,495,-36.844680,174.736602,36,1744419,40716-10462100
-36,-376,467,-36.844680,174.736602,36,1744419,40716-10462100
-103,-394,487,-36.844680,174.736602,36,1744419,40716-10462100
-71,-341,487,-36.844680,174.736602,36,1744419,40716-10462100
-108,-367,500,-36.844680,174.736602,36,1744419,40716-10462100
-85,-346,492,-36.844680,174.736602,36,1744419,40716-10462100
-76,-310,475,-36.844680,174.736602,36,1744419,40716-10462100
-91,-279,460,-36.844680,174.736602,36,1744419,40716-10462100
-46,-392,482,-36.844680,174.736602,36,1744419,40716-10462100
-96,-285,468,-36.844680,174.736602,36,1744419,40716-10462100
-57,-284,448,-36.844680,174.736602,36,1744419,40716-10462100
-87,-408,464,-36.844680,174.736602,36,1744419,40716-10462100
-105,-326,478,-36.844680,174.736602,36,1744419,40716-10462100
-95,-298,487,-36.844680,174.736602,36,1744419,40716-10462100
-78,-343,467,-36.844680,174.736602,36,1744419,40716-10462100
-85,-324,493,-36.844680,174.736602,36,1744419,40716-10462100
-92,-321,505,-36.844680,174.736602,36,1744419,40716-10462100
-71,-366,481,-36.844680,174.736602,36,1744419,40716-10462100
-86,-412,477,-36.844680,174.736602,36,1744419,40716-10462100
-89,-413,475,-36.844623,174.736618,41,0,40716-10463100
-104,-416,483,-36.844623,174.736618,41,0,40716-10463100
-104,-323,490,-36.844612,174.736618,41,0,40716-10463200
-81,-355,481,-36.844612,174.736618,41,0,40716-10463200
-47,-375,460,-36.844612,174.736618,41,0,40716-10463200
-48,-375,465,-36.844612,174.736618,41,0,40716-10463200
-43,-380,472,-36.844612,174.736618,41,0,40716-10463200
-92,-342,466,-36.844612,174.736618,41,0,40716-10463200
-93,-408,482,-36.844612,174.736618,41,0,40716-10463200
-68,-344,463,-36.844612,174.736618,41,0,40716-10463200
-53,-416,511,-36.844612,174.736618,41,0,40716-10463200
-74,-388,470,-36.844612,174.736618,41,0,40716-10463200
-102,-413,483,-36.844612,174.736618,41,0,40716-10463200
-106,-352,490,-36.844612,174.736618,41,0,40716-10463200
-90,-416,482,-36.844612,174.736618,41,0,40716-10463200
-59,-342,467,-36.844612,174.736618,41,0,40716-10463200
-100,-340,493,-36.844612,174.736618,41,0,40716-10463200
-95,-355,478,-36.844612,174.736618,41,0,40716-10463200
-96,-375,492,-36.844612,174.736618,41,0,40716-10463200
-104,-409,500,-36.844612,174.736618,41,0,40716-10463200
-110,-386,475,-36.844612,174.736618,41,0,40716-10463200
-59,-294,490,-36.844543,174.736618,52,31000,40716-10464200
-70,-305,495,-36.844543,174.736618,52,31000,40716-10464200
-85,-393,487,-36.844543,174.736618,52,31000,40716-10464200
-72,-284,486,-36.844543,174.736618,52,31000,40716-10464200
-73,-330,480,-36.844543,174.736618,52,31000,40716-10464200
-77,-304,465,-36.844543,174.736618,52,31000,40716-10464200
-103,-341,485,-36.844543,174.736618,52,31000,40716-10464200
-97,-313,465,-36.844543,174.736618,52,31000,40716-10464200
-54,-351,482,-36.844543,174.736618,52,31000,40716-10464200
-74,-347,483,-36.844543,174.736618,52,31000,40716-10464200
-80,-329,487,-36.844543,174.736618,52,31000,40716-10464200
-78,-401,511,-36.844543,174.736618,52,31000,40716-10464200
-85,-332,478,-36.844543,174.736618,52,31000,40716-10464200
-78,-401,497,-36.844543,174.736618,52,31000,40716-10464200
-44,-380,500,-36.844543,174.736618,52,31000,40716-10464200
-84,-321,474,-36.844543,174.736618,52,31000,40716-10464200
-71,-388,508,-36.844543,174.736618,52,31000,40716-10464200
-79,-351,455,-36.844543,174.736618,52,31000,40716-10464200
-91,-376,504,-36.844543,174.736618,52,31000,40716-10464200
-75,-363,479,-36.844543,174.736618,52,31000,40716-10464200
-86,-400,475,-36.844543,174.736618,52,31000,40716-10464200
